,bath,bed,furnished,price,size,street,where
348,1 bath,2 beds,0,"$2,265",,20 Menahan Street #1,Bushwick
349,1.5 baths,3 beds,0,"$2,700",,142 Grove Street #1R,Bushwick
350,1 bath,3 beds,0,"$2,720",,368 Throop Avenue #2B,Bedford-Stuyvesant
351,1 bath,1 bed,0,"$2,550",699 ft²,1 Prospect Park Southwest #7C,
352,1 bath,2 beds,0,"$2,350",,166 Bleecker Street #1,Bushwick
353,1 bath,2 beds,0,"$2,265",,142 Grove Street #3,Bushwick
354,2 baths,2 beds,0,"$2,600",,415 Albemarle Rd. #F1,
355,1 bath,1 bed,0,"$2,500",800 ft²,327 Henry Street #2R,
356,1 bath,,0,"$1,950",,30 Hicks Street #3,Brooklyn Heights
357,1 bath,1 bed,0,"$1,652",,50 East 18th Street #B5,
358,2.5 baths,2 beds,0,"$4,000","1,560 ft²",104 West End Avenue #3K,
359,1 bath,2 beds,0,"$2,407",,867 Halsey Street #2F,
360,,,0,"$1,225",,8614 3rd Avenue #2,
361,1 bath,1 bed,0,"$2,499",,141 Joralemon Street #4B,Brooklyn Heights
362,1 bath,1 bed,0,"$1,599",,2370 Pacific Street #1A,
363,1 bath,2 beds,0,"$2,500",,82 Schermerhorn Street #3A,
364,2 baths,1.5 beds,0,"$3,950",,84 Eagle Street #2B,Greenpoint
365,,1 bed,1,"$2,500",860 ft²,52 South 6th Street #1,Williamsburg
366,1 bath,1 bed,0,"$1,450",750 ft²,8614 3rd Avenue #6,
367,1 bath,3 beds,0,"$2,250",,55 Argyle #4D,
368,1 bath,,0,"$1,550",,45 Linden #1L,Bushwick
369,1 bath,1 bed,0,"$1,650",,45 Linden Boulevard #1K,
370,2 baths,3 beds,0,"$2,500",,45 Linden Boulevard #6C,
371,1 bath,2 beds,0,"$2,500",,2525 Beverley Road #6C,
372,1 bath,1 bed,0,"$3,244",627 ft²,180 Myrtle Avenue #12J,
373,1 bath,,0,"$2,469",445 ft²,180 Myrtle Avenue #4Q,
374,1 bath,1 bed,0,"$2,350",,135 Adelphi Street #2A,Fort Greene
375,1 bath,,0,"$2,317",438 ft²,180 Myrtle Avenue #6L,
376,2 baths,2 beds,0,"$4,156",976 ft²,180 Myrtle Avenue #8A,
377,,,0,"$9,500","2,300 ft²",347 Grand Street #COMM,Williamsburg
378,2 baths,2 beds,0,"$4,650","1,100 ft²",1133 Manhattan Avenue #N537,Greenpoint
379,1 bath,2 beds,0,"$3,700",,179 Grand Street 2ND-FLOOR,Williamsburg
380,1 bath,,0,"$2,603",472 ft²,180 Myrtle Avenue #8T,
381,1 bath,1 bed,0,"$3,444",725 ft²,180 Myrtle Avenue #7H,
382,1 bath,1 bed,0,"$3,900",752 ft²,300 Ashland Place #21U,Fort Greene
383,1 bath,2 beds,0,"$2,495",,159 Franklin Street #4TH,Greenpoint
384,1 bath,2 beds,0,"$2,649",,88 Clay Street #2,Greenpoint
385,1 bath,2 beds,0,"$2,500","1,200 ft²",8614 3rd Avenue ,
386,1 bath,1 bed,0,"$1,500",,1315 Eastern Parkway #8C,
387,1 bath,2 beds,0,"$4,100",,220 Atlantic Avenue #2,
388,1 bath,1 bed,0,"$1,850",,417 Throop Avenue #2A,
389,1 bath,1 bed,0,"$3,500",,73 Eighth Avenue #3,Park Slope
390,1 bath,2 beds,0,"$1,975",800 ft²,1226 Lincoln Place #6B,
391,1 bath,1 bed,0,"$1,500",,1315 Eastern Parkway #3A,
392,2 baths,2 beds,0,"$3,475",,505 Saint Marks Avenue #8H,
393,1 bath,2 beds,0,"$3,300",,92 South 4th Street #1,Williamsburg
394,1.5 baths,4 beds,0,"$3,150",,398 Crescent #1R,
395,1 bath,1 bed,0,"$2,275",700 ft²,944 Marcy Avenue #3A,Bedford-Stuyvesant
396,1 bath,2 beds,0,"$2,095",,29 Vernon Avenue #2,Bedford-Stuyvesant
397,1 bath,1 bed,0,"$1,595",,83 Herkimer Street #4,Bedford-Stuyvesant
398,1 bath,2 beds,0,"$2,000",800 ft²,80 Eagle Street #2L,Greenpoint
399,1.5 baths,3 beds,0,"$2,550",,398 Crescent #3R,
400,1 bath,1 bed,0,"$2,500",,940 Lorimer Street #2B,Greenpoint
401,1 bath,2 beds,0,"$2,000",,2525 Beverly #2A,
402,1 bath,,0,"$1,295",,4149-4155 Kings Highway #1F,
403,1 bath,2 beds,0,"$2,000",,5 Westminster #C6,
404,1 bath,1 bed,0,"$1,599",,129 Sunnyside Avenue #1,
405,1 bath,2 beds,0,"$3,800",950 ft²,392 S 2nd Street #2C,Williamsburg
406,1.5 baths,2 beds,0,"$3,250","1,500 ft²",63 Clarkson Avenue #1A,
407,1 bath,1 bed,0,"$3,691",,55 North 5th Street #5110W,Williamsburg
408,1 bath,1 bed,0,"$2,500",,15 Crown Street #5E,
409,1 bath,1 bed,0,"$1,699",,53 Hart Street #2F,Bedford-Stuyvesant
410,1 bath,1 bed,0,"$2,500",,321 8th Street #1,Park Slope
411,3 baths,3 beds,0,"$3,500",,1709 Avenue O #1,
412,1 bath,2 beds,0,"$2,200",,560A Quincy #1,
413,1 bath,2 beds,0,"$3,325",,691 Marcy Avenue #7A,Bedford-Stuyvesant
414,1 bath,,0,"$3,355",787 ft²,100 South 4th Street #2A,Williamsburg
415,1 bath,1 bed,0,"$2,800",,420 Clinton Avenue #1C,
416,2 baths,2 beds,0,"$4,900","1,200 ft²",207 North 6th Street #PH,Williamsburg
417,1 bath,,0,"$2,515",445 ft²,180 Myrtle Avenue #6Q,
418,1 bath,,0,"$2,631",472 ft²,180 Myrtle Avenue #9D,
419,1 bath,1 bed,0,"$3,511",725 ft²,180 Myrtle Avenue #9H,
420,1 bath,1 bed,0,"$3,155",590 ft²,239 North 9th Street #E207,Williamsburg
421,2 baths,2 beds,0,"$3,914",,110 Green Street #B202,Greenpoint
422,1 bath,1 bed,0,"$2,933",627 ft²,180 Myrtle Avenue #4J,
423,1 bath,,0,"$2,649",481 ft²,180 Myrtle Avenue #9K,
424,2 baths,2 beds,0,"$3,850",,181 12th Street #1R,
425,1 bath,1 bed,0,"$3,111",621 ft²,180 Myrtle Avenue #7C,
426,1 bath,2 beds,0,"$2,595",,29 Montrose Avenue #2L,Williamsburg
427,1 bath,3 beds,0,"$2,000",,2418 West Street #2,
428,1 bath,3 beds,0,"$2,500",,2418 West Street #1,
429,1 bath,1.5 beds,0,"$2,200",,139 Meserole Avenue #4,Greenpoint
430,1.5 baths,,0,"$3,500","1,350 ft²",3403 Church Avenue #1,
431,1 bath,2 beds,0,"$1,699",,1543 Park Place #D8,
432,2 baths,3 beds,0,"$3,400",,1187 Sterling Place #3L,
433,2.5 baths,4 beds,0,"$4,350",,1612 Jefferson Avenue #BH,Bushwick
434,2 baths,3 beds,0,"$2,800",,112 Madison Street #2,Bedford-Stuyvesant
435,1 bath,1 bed,0,"$3,455",,55 North 5th Street #5113W,Williamsburg
436,2 baths,2 beds,0,"$2,600","1,200 ft²",110 Shore Boulevard #4B,
437,1 bath,3 beds,0,"$3,100",,102 Grattan Street #3B,
438,1 bath,,0,"$1,850",,98 Pierrepont Street #11,Brooklyn Heights
439,1 bath,2 beds,0,"$1,800",,857 Midwood Street #1,
440,1 bath,2 beds,0,"$2,200",,884 Flushing Avenue #1R,Bushwick
441,1 bath,2 beds,0,"$3,400","1,050 ft²",111 Montague Street #2D,Brooklyn Heights
442,1 bath,1 bed,0,"$2,500",,321 8th Street #1,Park Slope
443,1 bath,2 beds,0,"$3,600",,13 South Oxford Street #2,Fort Greene
444,2 baths,2 beds,0,"$1,800",800 ft²,1048 Brooklyn Avenue #1,
445,1 bath,2 beds,0,"$2,800",,181 Amity Street #2R,
446,1 bath,4 beds,0,"$2,850","1,000 ft²",319 Lincoln Rd #1L,
447,1 bath,,0,"$2,050",,229 Saint Johns Place #1D,Park Slope
448,1 bath,1.5 beds,0,"$2,600",,207 Clinton Street #3,
449,1 bath,1 bed,0,"$2,870",,626 Flatbush Avenue #19M,
450,2 baths,2 beds,0,"$4,907",906 ft²,300 Ashland Place #11T,Fort Greene
451,1 bath,2 beds,0,"$2,450",650 ft²,25 Pilling Street #1,Bushwick
452,1 bath,1 bed,0,"$1,800",500 ft²,361 Pacific Street #1,
453,1 bath,2 beds,0,"$2,100",900 ft²,514 Ocean Parkway #2K,
454,2 baths,2 beds,0,"$4,196",,309 Gold Street #31B,
455,1 bath,1 bed,0,"$1,550",700 ft²,265 Ocean Avenue #4C,
456,1 bath,1 bed,0,"$1,895",,165 India Street #3L,Greenpoint
457,1 bath,,0,"$1,700",,189 Norman Avenue #2--,Greenpoint
458,1 bath,2 beds,0,"$1,650",,1362 Ocean Avenue #3I,
459,1 bath,3 beds,0,"$2,600",,751 Dekalb Avenue #2R,Bedford-Stuyvesant
460,1 bath,3 beds,0,"$2,200",750 ft²,1243 Atlantic Avenue #4A,Bedford-Stuyvesant
461,1 bath,1 bed,0,"$3,695",,282 South 5th Street #10A,Williamsburg
462,1 bath,1 bed,0,"$2,700",636 ft²,15 Dunham Place #6J,Williamsburg
463,1 bath,3 beds,0,"$2,675",,385 Vernon Avenue #4C,
464,1 bath,1 bed,0,"$2,650",850 ft²,234 8th Street #1L,Park Slope
465,1 bath,3 beds,0,"$3,250",900 ft²,166 Washington Avenue #3F,
466,2 baths,2 beds,0,"$2,300","1,100 ft²",126 Gatling Place #1A,
467,1 bath,2 beds,0,"$1,999",,26 Hart Street #3,Bedford-Stuyvesant
468,1 bath,1 bed,0,"$2,700",,15 Jackson Street #5B,Williamsburg
469,1 bath,2 beds,0,"$3,000",,99 Butler Street #3,
470,1 bath,2 beds,0,"$2,695",,492 11th Street #2B,Park Slope
471,1 bath,1 bed,0,"$2,200",816 ft²,384 Quincy Street #3,Bedford-Stuyvesant
472,1 bath,1 bed,0,"$1,600",,555 Ovington Avenue #C36,Bay Ridge
473,1 bath,2 beds,0,"$1,800",,320 Ridgewood Avenue #2,
474,1 bath,1 bed,0,"$1,595",700 ft²,160 Fenimore #4C,
475,1 bath,2 beds,0,"$2,195",,395th Street.Johns Place #2D,Prospect Heights
476,2 baths,1 bed,0,"$4,050",974 ft²,55 Hope Street #PH9,Williamsburg
477,1 bath,1 bed,0,"$1,846",741 ft²,58 Linden Boulevard #4E,
478,1 bath,2 beds,0,"$2,700",,285th Street.Johns Place #27,Prospect Heights
479,1 bath,3 beds,0,"$2,650",,715th Street.Marks Avenue #3L,
480,1 bath,2 beds,0,"$1,799",,1502 East 14th Street #5A,
481,,3.5 beds,1,"$18,500","2,592 ft²",1 Main Street #10B,DUMBO
482,1 bath,2 beds,0,"$1,770",,1632 East 18th Street #44,
483,2 baths,6 beds,0,"$6,550",,299 McGuinness Boulevard #3A,Greenpoint
484,2 baths,6 beds,0,"$6,550",,299 McGuinness Boulevard #2A,Greenpoint
485,2 baths,5 beds,0,"$5,799",,299 McGuinness Boulevard #3B,Greenpoint
486,1 bath,2 beds,0,"$2,299",,699 Bushwick Avenue #4B,Bushwick
487,2 baths,4 beds,0,"$4,599",,299 McGuinness Boulevard #2B,Greenpoint
488,1 bath,2 beds,0,"$2,950",,299 McGuinness Boulevard #4A,Greenpoint
489,2 baths,4 beds,0,"$4,799",,299 McGuinness Boulevard #4C,Greenpoint
490,2 baths,3 beds,0,"$4,500","1,439 ft²",1138 Ocean Avenue #6C,
491,1 bath,2 beds,0,"$2,400",,58 Wyckoff Avenue #1,Bushwick
492,2 baths,3 beds,0,"$3,899",,299 McGuinness Boulevard #4B,Greenpoint
493,1 bath,2 beds,0,"$1,700",,1030 55th Street #1B,
494,1 bath,1 bed,0,"$2,250",,503 12th Street,Park Slope
495,1 bath,1 bed,0,"$2,200",,435 Graham Avenue #2R,Williamsburg
496,1 bath,1 bed,0,"$1,700",,290 Empire #4M,
497,1 bath,2 beds,0,"$2,650","1,100 ft²",1525 Avenue H #A,
498,1 bath,1 bed,0,"$3,360",,395 Leonard Street #615,Williamsburg
499,1 bath,1 bed,0,"$2,310",,193 Sackett Street #3R,Carroll Gardens
500,2 baths,3 beds,0,"$3,600","1,000 ft²",83 Powers #3,Williamsburg
501,1 bath,1 bed,0,"$2,995",,141 Joralemon #A1,Brooklyn Heights
502,2 baths,2 beds,0,"$2,350",950 ft²,61 Village Rd North #3A,
503,1 bath,1 bed,0,"$3,850",,395 Leonard Street #718,Williamsburg
504,1 bath,1 bed,0,"$2,300",,301 Sullivan Place #4R,
505,2 baths,2 beds,0,"$2,600",,918 Fulton Street #2B,
506,1 bath,2 beds,0,"$2,500",,1212 Newkirk Avenue #3B,
507,1 bath,2 beds,0,"$2,400",,525 Maple Street #4F,
508,1 bath,2 beds,0,"$2,750",,57 Troutman #1R,Bushwick
509,2.5 baths,3 beds,0,"$3,300","2,000 ft²",836 Halsey #2,Bedford-Stuyvesant
510,1 bath,1 bed,0,"$2,995",675 ft²,111 Lawrence Street #23L,
511,1 bath,2 beds,0,"$1,840",,665 Ocean Parkway #6F,
512,1 bath,3 beds,0,"$2,900",,69 Stockholm Street #3F,Bushwick
513,1 bath,3 beds,0,"$3,600",,185 Prospect Park West #4L,Park Slope
514,1 bath,2 beds,0,"$2,900","1,000 ft²",366 S 5th Street #11,Williamsburg
515,1 bath,3 beds,0,"$2,300",,23 Goodwin Place #3,Bushwick
516,1 bath,2 beds,0,"$2,100",,23 Goodwin Place #2,Bushwick
517,1 bath,1 bed,0,"$3,397",,365 Bond Street #A306,
518,1 bath,,0,"$1,700",,1046 Lafayette Avenue #2B,Bedford-Stuyvesant
519,1 bath,1 bed,0,"$2,400",,1190 Bedford Avenue #2B,Bedford-Stuyvesant
520,1 bath,1 bed,0,"$2,400",,1190 Bedford Avenue #2A,Bedford-Stuyvesant
521,2 baths,1 bed,0,"$2,375",780 ft²,35 McDonald Avenue #3F,
522,2 baths,5 beds,0,"$4,000","1,100 ft²",739 Church Avenue #B,
523,1 bath,2 beds,0,"$2,800",850 ft²,326 2nd Street #3,Park Slope
524,1 bath,3 beds,0,"$2,275",,221 Lewis Avenue #1M,
525,1 bath,2 beds,0,"$4,300",838 ft²,105 Baltic Street #C405,
526,1 bath,1 bed,0,"$1,800",,668 Hancock Street #4D,
527,1 bath,1 bed,0,"$3,700",990 ft²,148 N 10th Street #3B,Williamsburg
528,1 bath,1 bed,0,"$1,700",,514 Bay Ridge Parkway #2E,Bay Ridge
529,1 bath,1 bed,0,"$1,900",900 ft²,2410 Glenwood Rd #2A,
530,1 bath,1 bed,0,"$2,085",,818 Lexington Avenue #5B,
531,1 bath,1 bed,0,"$2,747",614 ft²,180 Myrtle Avenue #5R,
532,2 baths,2 beds,0,"$4,570",957 ft²,525 Clinton Avenue #3NT,
533,1 bath,1 bed,0,"$1,575",850 ft²,80 Bristol Street #6A,
534,1 bath,2 beds,0,"$2,135",,818 Lexington Avenue #5G,
535,1 bath,1 bed,0,"$1,895",,204 13th Street #B3,
536,1 bath,1 bed,0,"$1,500",,338 Linden Boulevard,
537,2 baths,2 beds,0,"$3,200",,146 North 9th Street #2R,Williamsburg
538,2 baths,2 beds,0,"$1,750",,223 East 94th Street #2R,
539,1 bath,1 bed,0,"$2,850",,66 Knickerbocker Avenue #5,
540,1 bath,,0,"$1,700",,67 Hanson Place #7B,Fort Greene
541,1 bath,2 beds,0,"$2,050",,190 Scholes Street #3R,Williamsburg
542,1.5 baths,1 bed,0,"$2,800",,69 Stockholm Street #1B,Bushwick
543,1 bath,2 beds,0,"$2,599",,69 Stockholm Street #3B,Bushwick
544,1 bath,2 beds,0,"$2,549",,69 Stockholm Street #2B,Bushwick
545,1 bath,1 bed,0,"$2,708",,267 6th Street #8BB,Park Slope
546,1 bath,1 bed,0,"$2,200",,402 13th Street #LEV2,Park Slope
547,1 bath,3 beds,0,"$2,899",,69 Stockholm Street #2F,Bushwick
548,1 bath,3 beds,0,"$2,999",,219 Manhattan Avenue #4,Williamsburg
549,1 bath,2 beds,0,"$2,300",,264 Cornelia Street #2R,Bushwick
550,1 bath,2 beds,0,"$3,000",,7 Prospect Pk SW #7,
551,1 bath,,0,"$2,195",,230 Jay Street #12D,
552,1 bath,2 beds,0,"$2,800",,94 Havemeyer Street #5D,Williamsburg
553,1 bath,1 bed,0,"$1,375",,416 Rockaway Parkway #15A,
554,1 bath,2 beds,0,"$2,150",,644 4th Avenue #3RDFL,
555,1 bath,2 beds,0,"$2,995",,255 3rd Avenue #3,
556,1 bath,3 beds,0,"$2,485",,133 Lefferts Avenue #2L,
557,1 bath,1 bed,0,"$2,250",850 ft²,120 Ocean Parkway #5A,
558,1 bath,1 bed,0,"$2,360",,365 Westminster Road #4F,
559,2 baths,2 beds,0,"$4,200",931 ft²,180 Myrtle Avenue #8F,
560,1 bath,2 beds,0,"$2,200",,699 DeKalb Avenue #6,Bedford-Stuyvesant
561,2.5 baths,3 beds,0,"$14,000","2,113 ft²",90 Furman Street #N504,Brooklyn Heights
562,1 bath,2 beds,0,"$2,450","1,000 ft²",365 Westminster Road #1E,
563,1 bath,,0,"$1,600",,25 Malcolm X Boulevard #3,
564,1 bath,2 beds,0,"$1,550",,1514 W 8th Street #C6,
565,1 bath,2 beds,0,"$1,950",,585 East 21st Street,
566,1 bath,2 beds,0,"$2,200",,960 Willoughby Avenue #5D,Bushwick
567,2 baths,3 beds,0,"$2,550",,240A Vernon Avenue #2,
568,1 bath,1 bed,0,"$2,300",,429 Graham Avenue #1,Williamsburg
569,1 bath,1 bed,0,"$2,400",800 ft²,379 Graham Avenue #2,Williamsburg
570,1 bath,1 bed,0,"$2,475",,305 Atlantic Avenue #2F,
571,1 bath,3 beds,0,"$2,350",,71 De Sales Place #2,Bushwick
572,1 bath,3 beds,0,"$2,250",,1203 East 14th Street #1,
573,1 bath,1 bed,0,"$2,525",699 ft²,1 Prospect Park Southwest #3C,
574,1 bath,,0,"$2,390",,273 Henry Street #3,Brooklyn Heights
575,1 bath,1 bed,0,"$1,650",,825 Putnam Avenue #4B,
576,1 bath,2 beds,0,"$2,100",,75 Steuben Street #4R,
577,1 bath,,0,"$1,550",,75 Steuben Street #1IR,
578,1 bath,1 bed,0,"$1,950",,345 Eldert Street ,Bushwick
579,1 bath,2 beds,0,"$4,500",,274 Henry Street #2,Brooklyn Heights
580,1 bath,1 bed,0,"$2,475",,345 Eldert Street #214,Bushwick
581,1 bath,1 bed,0,"$1,940",,19 Herkimer Street #7,Bedford-Stuyvesant
582,2 baths,3 beds,0,"$2,200","1,150 ft²",1549 Dean Street #2L,
583,1 bath,2 beds,0,"$2,800",,716 Sackett Street #1R,Park Slope
584,2 baths,2 beds,0,"$4,800",,170 North 5th Street #1A,Williamsburg
585,1 bath,,0,"$2,595",,22 North 6th Street #12F,Williamsburg
586,1 bath,1 bed,0,"$2,995",670 ft²,201 Huron Street #2F,Greenpoint
587,1 bath,1 bed,0,"$3,332",,365 Bond Street #A523,
588,1 bath,2 beds,0,"$2,095","1,200 ft²",10 Shore Boulevard #4C,
589,2 baths,2 beds,0,"$4,412",,189 Sterling Place #2A,Prospect Heights
590,1 bath,2 beds,0,"$2,000",,2525 Beverley Road #2A,
591,1 bath,,0,"$1,750",,133 North 4th #B,Williamsburg
592,2.5 baths,5 beds,0,"$4,500",,81 Cornelia Street,Bushwick
593,1 bath,1 bed,0,"$2,375",,153 Greenpoint Avenue #2,Greenpoint
594,1 bath,2 beds,0,"$3,299",,153 Greenpoint Avenue #3RDFL,Greenpoint
595,1 bath,1 bed,0,"$2,375",,153 Greenpoint Avenue #1,Greenpoint
596,1 bath,3 beds,0,"$2,450",,1313 Halsey #3R,Bushwick
597,1 bath,,0,"$3,300",,1087 Flushing Avenue #209,
598,1 bath,2 beds,0,"$1,850",,2353 Foster Avenue #2A,
599,1 bath,2 beds,0,"$3,575","1,200 ft²",575 10th Street #TWO,Park Slope
600,2.5 baths,2 beds,0,"$4,652","1,456 ft²",335 Carroll Street #1E,Carroll Gardens
601,1 bath,,0,"$1,950",,548 Driggs Avenue #14,Williamsburg
602,1 bath,2 beds,0,"$2,300",,712 Lafayette Avenue #2,Bedford-Stuyvesant
603,1 bath,1 bed,0,"$3,117",616 ft²,335 Carroll Street #2C,Carroll Gardens
604,1 bath,2 beds,0,"$2,150",,1199 Ocean Avenue #203,
605,1 bath,1 bed,0,"$2,500",700 ft²,291 Lincoln Place #A1,Prospect Heights
606,2 baths,2 beds,0,"$2,599","1,000 ft²",834 Saint Marks Avenue #2A,
607,1 bath,1 bed,0,"$2,250",,209 Fourth Avenue #3R,Park Slope
608,1 bath,2 beds,0,"$2,800",,16 Conselyea Street #6,Williamsburg
609,1 bath,2 beds,0,"$3,500","1,050 ft²",50 Bridge Street #316,DUMBO
610,1 bath,2 beds,0,"$2,100",,177A Hull Street #1,
611,1 bath,2 beds,0,"$2,950",775 ft²,275A Nassau Avenue #1,Greenpoint
612,1 bath,2 beds,0,"$3,495",,163 Noble Street #4A,Greenpoint
613,1 bath,1 bed,0,"$2,275",700 ft²,944 Marcy Avenue #3A,Bedford-Stuyvesant
614,1 bath,1 bed,0,"$2,275",700 ft²,944 Marcy Avenue #5A,Bedford-Stuyvesant
615,1 bath,1 bed,0,"$3,125",,461 Dean Street #11J,Prospect Heights
616,1 bath,1 bed,0,"$2,345",,1173 Greene Avenue #4A,Bushwick
617,1 bath,2 beds,0,"$2,600",,145 Borinquen Place #25,Williamsburg
618,1 bath,1 bed,0,"$2,175",700 ft²,112 Seigel Street #2B,Williamsburg
619,1 bath,2 beds,0,"$4,700","1,200 ft²",315 Berry Street #204,Williamsburg
620,1 bath,,0,"$1,600",450 ft²,631 Bushwick Avenue #2D,Bushwick
621,1 bath,,0,"$1,649",513 ft²,3000 Ocean Parkway #8J,
622,1.5 baths,3 beds,0,"$2,995",,15 Humboldt Street #3F,Williamsburg
623,1 bath,1 bed,0,"$2,500",800 ft²,201 Eastern Parkway #H4,
624,1.5 baths,3 beds,0,"$2,995",,212 Saint Nicholas Avenue #2L,Bushwick
625,1.5 baths,2 beds,0,"$2,300",,366 Menahan Street #1F,Bushwick
626,1 bath,1 bed,0,"$1,875",,969 Carroll Street #A18,
627,1 bath,3 beds,0,"$2,650",,1319 Halsey Street #1L,Bushwick
628,2 baths,3 beds,0,"$2,950",,949 Willoughby Avenue #1D,Bushwick
629,4 baths,3 beds,0,"$3,485",,1226 Putnam Avenue #TH,Bushwick
630,2 baths,2 beds,0,"$3,067",,180 Franklin Avenue #424,Bedford-Stuyvesant
631,1 bath,2 beds,0,"$1,900",,2025 Regent #C8,
632,1 bath,3 beds,0,"$2,700",,2025 Regent #B4,
633,1 bath,3 beds,0,"$2,650",,2025 Regent #C4,
634,1 bath,4 beds,0,"$3,795",,516 Eastern Parkway #3C,
635,1 bath,1 bed,0,"$2,621",,309 Gold Street #7D,
636,1 bath,1 bed,0,"$2,077",,968 60th Street #208,
637,1 bath,1 bed,0,"$2,295",,949 Willoughby Avenue #206,Bushwick
638,2 baths,2 beds,0,"$2,299",,1660 Putnam Avenue #2,Bushwick
639,1 bath,2 beds,0,"$1,995",,243 Hart Street #A1,
640,1 bath,1.5 beds,0,"$2,300",,149 India Street #2R,Greenpoint
641,2 baths,4.5 beds,0,"$4,100",,1498 Jefferson Avenue #1,Bushwick
642,1 bath,2 beds,0,"$2,200",,936 Madison Street #6B,
643,2 baths,2 beds,0,"$5,050","1,052 ft²",429 Kent Avenue #505,Williamsburg
644,1 bath,2 beds,0,"$4,089",830 ft²,180 Myrtle Avenue #10N,
645,,1 bed,0,"$2,300",,350 Bedford Avenue #9,Williamsburg
646,1 bath,3 beds,0,"$2,700",,936 Madison Street #6F,
647,1 bath,2 beds,0,"$2,200",,936 Madison Street #5B,
648,1 bath,2 beds,0,"$2,100",800 ft²,551 Meeker Avenue #1,Greenpoint
649,1 bath,1 bed,0,"$1,550",600 ft²,334 Dahill Road #3R,
650,1 bath,2 beds,0,"$1,995",,323 Chauncey Street #2B,
651,1 bath,3 beds,0,"$2,700",,936 Madison Street #5F,
652,1 bath,1 bed,0,"$1,700",,225 Madison Street #2,Bedford-Stuyvesant
653,1 bath,1 bed,0,"$1,875",400 ft²,341 Union Avenue #11,Williamsburg
654,1 bath,2 beds,0,"$2,799",900 ft²,103 Havemeyer Street #3,Williamsburg
655,1 bath,2 beds,0,"$2,200",,936 Madison Street #4B,
656,1 bath,3 beds,0,"$2,700",,936 Madison Street #4F,
657,1 bath,1 bed,0,"$1,846",741 ft²,58 Linden Boulevard #4E,
658,1 bath,,0,"$2,465",,461 Dean Street #19D,Prospect Heights
659,1 bath,1 bed,0,"$2,300",650 ft²,28 Cook Street #4,Williamsburg
660,1 bath,2 beds,0,"$2,200",,936 Madison Street #3B,
661,1 bath,2 beds,0,"$3,600",,13 South Oxford Street #3,Fort Greene
662,1 bath,3 beds,0,"$2,700",,936 Madison Street #3F,
663,1 bath,2 beds,0,"$2,200",,936 Madison Street #2B,
664,1 bath,3 beds,0,"$2,700",,936 Madison Street #2F,
665,1 bath,,0,"$1,600",,251 Kane Street #1,
666,1 bath,2 beds,0,"$1,950",,218 MacDougal Street #3L,
667,1.5 baths,3 beds,0,"$2,800",,1485 Gates Avenue #5R,Bushwick
668,1 bath,,0,"$1,850",500 ft²,506 Washington Avenue #601,
669,1 bath,2 beds,0,"$2,300",,1012 Ocean Avenue #4F,
670,2 baths,3 beds,0,"$2,500","1,000 ft²",1755 Ocean Parkway #D4,
671,2 baths,3 beds,0,"$4,750",,363 Prospect Place #3D,Prospect Heights
672,3 baths,2 beds,0,"$6,950",,267 Sackett Street #1,Carroll Gardens
673,1 bath,2 beds,0,"$2,000",,432 Rogers Avenue #2,
674,1 bath,1.5 beds,0,"$2,800",,137 Garfield Place #2F,Park Slope
675,1 bath,1 bed,0,"$2,750",,27 Luquer Street #1,Red Hook
676,1 bath,1 bed,0,"$1,500",,1600 Avenue T #3F,
677,1 bath,1 bed,0,"$1,700",,1012 Ocean Avenue #3A,
678,1 bath,,0,"$1,994",,180 Prospect Park West #3F,Park Slope
679,1 bath,1 bed,0,"$1,675",,8502 Fort Hamilton Pkwy #3D,Bay Ridge
680,2 baths,3 beds,0,"$3,200",,103 16th Street #2,
681,1 bath,2 beds,0,"$3,000",,14 Prospect Park SW #30,
682,1 bath,1 bed,0,"$2,550",,206 Washington Park #6,Fort Greene
683,1 bath,,1,"$4,600",837 ft²,220 Water Street #417,DUMBO
684,1 bath,1 bed,0,"$1,750",,55 92nd Street #3D,
685,1 bath,1 bed,0,"$2,100",,111 Saint Johns Place #4,Park Slope
686,1 bath,2 beds,0,"$3,700",,179 Grand Street 2ND-FLOOR,Williamsburg
687,1 bath,2 beds,0,"$1,749",,564 7th Avenue #2R,
688,1 bath,2 beds,0,"$2,750",,87 Montrose Avenue #3L,Williamsburg
689,1 bath,1 bed,0,"$1,475",,1225 Herkimer Street #2,
690,1 bath,3 beds,0,"$2,499",,720 Dekalb Avenue #1,Bedford-Stuyvesant
691,1 bath,1 bed,0,"$1,675",,1 74th Street #5M,Bay Ridge
692,1 bath,1 bed,0,"$2,275",,358 Grove Street #5C,Bushwick
693,1 bath,,0,"$2,300",,35 Fort Greene Place #1,Fort Greene
694,3 baths,3 beds,0,"$3,600",,376 Bleecker Street #2,Bushwick
695,1 bath,2 beds,0,"$3,150",,2 N Henry #3B,Greenpoint
696,1 bath,2 beds,0,"$2,350",,420 Melrose Street #4,Bushwick
697,1 bath,3 beds,0,"$2,750",,75 Ralph Avenue #4B,
698,1 bath,4 beds,0,"$2,600","1,300 ft²",423 85th Street #2,Bay Ridge
699,1 bath,2 beds,0,"$5,000",,50 Pierrepont Street #3,Brooklyn Heights
700,1 bath,1 bed,0,"$2,150",700 ft²,832 Dekalb Avenue #4E,Bedford-Stuyvesant
701,1 bath,2 beds,0,"$1,975",,22 Menahan Street #3R,Bushwick
