,bath,bed,furnished,price,size,street,where
702,1 bath,,0,"$1,875",,249 Cumberland Street #605,Fort Greene
703,1 bath,3 beds,0,"$2,500",,155 Huron Street #8,Greenpoint
704,1 bath,,0,"$1,500",,3368 12th Avenue #GF,
705,1 bath,1 bed,0,"$3,274",744 ft²,250 Bedford Avenue #201,Williamsburg
706,1 bath,,0,"$1,875",,249 Cumberland Street #506,Fort Greene
707,1 bath,2 beds,0,"$2,000",,270 Clarkson Avenue #509,
708,1 bath,2 beds,0,"$2,699",,132A Stanhope Street #2B,Bushwick
709,1 bath,1 bed,0,"$2,599",,132A Stanhope Street #1B,Bushwick
710,1 bath,2 beds,0,"$2,799",,132A Stanhope Street #3B,Bushwick
711,1 bath,3 beds,0,"$3,799",,132A Stanhope Street #3A,Bushwick
712,2 baths,3 beds,0,"$3,200","1,400 ft²",497 Park Place #1,
713,1 bath,,0,"$2,495",476 ft²,111 Lawrence Street #36E,
714,2 baths,2 beds,0,"$3,200",,180 Franklin Avenue #321,Bedford-Stuyvesant
715,1 bath,4 beds,0,"$3,600",,248 4th Avenue #3,
716,1 bath,2 beds,0,"$2,400","1,200 ft²",1600 Ocean Pkwy #1F,
717,1 bath,,0,"$1,650",515 ft²,400 Argyle Road #LK2,
718,1 bath,3 beds,0,"$2,600",,677 Quincy Street #2L,
719,1 bath,1 bed,0,"$3,000",700 ft²,296 N 7th Street #4B,Williamsburg
720,1 bath,2 beds,0,"$2,000",,2166 Gerritsen Avenue #2,
721,1.5 baths,2 beds,0,"$3,500",950 ft²,250 Pacific Street #30,
722,2 baths,2 beds,0,"$2,195",,1125 Ovington Avenue #3,
723,1 bath,2 beds,0,"$2,000",,1471 Bushwick Avenue #3R,Bushwick
724,1 bath,,0,"$1,200",800 ft²,2262 E 29th Street #1,
725,1 bath,,0,"$1,750",,626 Carlton Avenue #3,Prospect Heights
726,1.5 baths,3 beds,0,"$3,899",,196 Montrose Avenue #3L,Williamsburg
727,1 bath,1 bed,0,"$2,475",,181 North 8th Street #3L,Williamsburg
728,1 bath,,0,"$2,252",444 ft²,180 Myrtle Avenue #3S,
729,1 bath,2 beds,0,"$2,000","1,500 ft²",2166 Gerritsen Avenue #1,
730,1 bath,1 bed,0,"$3,250",677 ft²,220   North 10th Street #2K,Williamsburg
731,1 bath,1 bed,0,"$2,885",,395   Leonard Street #606,Williamsburg
732,1 bath,2 beds,0,"$1,850",,250 Hawthorne #2J,
733,1 bath,2 beds,0,"$2,500",,351 73rd Street #1,Bay Ridge
734,1 bath,2 beds,0,"$2,300",,1012 Ocean Avenue #4F,
735,1 bath,1 bed,0,"$1,900",,614 Marlborough Road #B1,
736,1 bath,2 beds,0,"$2,100",,492 Willoughby Avenue #2,Bedford-Stuyvesant
737,1 bath,2 beds,0,"$1,850",,1762 Bergen Street #SECOND,
738,1 bath,1 bed,0,"$1,700",,270 Clarkson Avenue #306,
739,1 bath,2 beds,0,"$1,999",,1192 Ocean Avenue #3E,
740,1 bath,studio,0,"$1,800",,81 Waverly Avenue #2F,
741,1 bath,1 bed,0,"$2,991",,365 Bond Street #A215,
742,1 bath,1 bed,0,"$2,956",614 ft²,180 Myrtle Avenue #10M,
743,2 baths,4 beds,0,"$3,899",,898 Saint Johns Place #3L,
744,1 bath,2 beds,0,"$4,350",,30 Washington Street #2NN,DUMBO
745,1 bath,1 bed,0,"$1,700",,1012 Ocean Avenue #3A,
746,2 baths,2 beds,0,"$4,800",,222 Henry Street #4,Brooklyn Heights
747,,2 beds,0,"$3,100",,221 Montrose Avenue #3,Williamsburg
748,,4 beds,0,"$1,950",,2624 Foster Avenue #2R,
749,1 bath,2 beds,0,"$2,395",,825 Putnam Avenue #2F,
750,1 bath,,0,"$1,500",,419A Decatur Street #2,
751,1 bath,2 beds,0,"$2,500",,90 Downing Street #37A,
752,1 bath,1 bed,0,"$2,815",,435 Grand Avenue #1BB,
753,1 bath,3 beds,0,"$3,529",,29 Putnam Avenue #3EE,
754,1 bath,2 beds,0,"$1,725",,2121 Foster Avenue #19,
755,1 bath,1 bed,0,"$2,400",584 ft²,33 Caton Place #1K,
756,2 baths,3 beds,0,"$3,000","1,500 ft²",210 29st #1,
757,1 bath,1 bed,0,"$2,400",,377 Park Place #2,Prospect Heights
758,1 bath,,0,"$2,525",445 ft²,180 Myrtle Avenue #3Q,
759,1 bath,1.5 beds,0,"$2,299",,281 South 5th Street #2,Williamsburg
760,1 bath,,1,"$5,500",,15 Pierrepont Street #PARLOR,Brooklyn Heights
761,1 bath,1 bed,0,"$1,725",,3405 Kings Highway #6A,
762,1 bath,1 bed,0,"$3,609",661 ft²,300 Ashland Place #19B,Fort Greene
763,1 bath,,0,"$2,563",523 ft²,300 Ashland Place #17M,Fort Greene
764,1 bath,1 bed,0,"$1,680",,330 Lenox Road #L3,
765,1 bath,1 bed,0,"$1,680",,330 Lenox Road #L3,
766,1 bath,2 beds,0,"$2,225","1,000 ft²",1 Saint Pauls Ct #2A,
767,1 bath,1 bed,0,"$2,600",650 ft²,97 N 7th Street #2,Williamsburg
768,1 bath,1 bed,0,"$1,699",,2345 Ocean Avenue #2B,
769,1 bath,1 bed,0,"$2,747",614 ft²,180 Myrtle Avenue #5R,
770,2 baths,3.5 beds,0,"$4,800",,11 1st Place #2FL,Carroll Gardens
771,1 bath,1 bed,0,"$1,700",,290 Empire Boulevard #4M,
772,1 bath,2 beds,0,"$2,500",,550 Kingston Avenue #3A,
773,1 bath,1 bed,0,"$3,500",766 ft²,429 Kent Avenue #208,Williamsburg
774,1 bath,,0,"$3,265",485 ft²,239 North 9th Street #W605,Williamsburg
775,1 bath,1 bed,0,"$2,915",654 ft²,225   N. 9th Street #3B,Williamsburg
776,1 bath,2 beds,0,"$2,700",,433 16th Street #1L,Park Slope
777,1 bath,1 bed,0,"$2,350",,473 Park Place #6B,
778,1 bath,1 bed,0,"$2,450",,473 Park Place #4D,
779,1 bath,1 bed,0,"$3,100",,473 Park Place #1B,
780,1 bath,2 beds,0,"$3,000",,473 Park Place #4A,
781,1 bath,2 beds,0,"$2,900",,473 Park Place #5A,
782,1 bath,1 bed,0,"$2,700",,473 Park Place #1A,
783,1 bath,3 beds,0,"$2,499","1,200 ft²",12 Mother Gaston Boulevard #GRDN,
784,1 bath,1 bed,0,"$3,900",766 ft²,429 Kent Avenue #808,Williamsburg
785,1 bath,1 bed,0,"$2,350",,473 Park Place #5B,
786,1 bath,1 bed,0,"$2,450",,473 Park Place #4C,
787,1 bath,2 beds,0,"$2,900",,473 Park Place #6A,
788,1 bath,2 beds,0,"$3,000",,473 Park Place #3A,
789,1 bath,2 beds,0,"$3,000",,473 Park Place #2A,
790,1 bath,1 bed,0,"$1,995",,230 Ocean Parkway #B8,
791,1 bath,2 beds,0,"$1,799",800 ft²,332 22nd Street #2,
792,1 bath,1 bed,0,"$1,600",,470 Ocean Avenue #LE7,
793,1 bath,1 bed,0,"$1,950",,393 Lefferts Avenue #2B,
794,1 bath,1 bed,0,"$2,300",,272 Leonard Street #1,Williamsburg
795,1 bath,1 bed,0,"$1,500",,1171 President Street #B4,
796,1 bath,2 beds,0,"$3,080",,608 Saint Johns Place #1,
797,1 bath,1 bed,0,"$2,995",750 ft²,544 Union Avenue #4G,Williamsburg
798,1 bath,2 beds,0,"$2,300",,712 Lafayette Avenue #2,Bedford-Stuyvesant
799,1 bath,1 bed,0,"$1,450",,4017 Church Avenue #2L,
800,1 bath,2 beds,0,"$2,000",,2061 Union Street #1F,
801,1 bath,2 beds,0,"$1,800",,2061 Union Street #2R,
802,1.5 baths,3 beds,0,"$2,100",,2061 Union Street #2F,
803,2 baths,2 beds,0,"$3,599",900 ft²,189 Bridge Street #12S,
804,1 bath,1 bed,0,"$2,700",,15 Jackson Street #5B,Williamsburg
805,1 bath,1 bed,0,"$1,775",700 ft²,77 Carlton Avenue #2,Fort Greene
806,1 bath,,1,"$2,700",550 ft²,99 Sutton Street #416,Greenpoint
807,1 bath,1 bed,0,"$3,000",750 ft²,99 Sutton Street #420,Greenpoint
808,1 bath,,1,"$2,800",700 ft²,101 Sutton Street #318,Greenpoint
809,1 bath,,0,"$2,700",625 ft²,99 Sutton Street #418,Greenpoint
810,1 bath,1.5 beds,0,"$2,000",,191 Calyer Street #3R,Greenpoint
811,1 bath,3 beds,0,"$2,499","1,200 ft²",12 Mother Gaston Boulevard #GRDN,
812,1 bath,,0,"$2,720",,250 Ashland Place #26BBB,Fort Greene
813,,1 bed,0,"$1,730",,163 Lafayette #1,Fort Greene
814,1 bath,,0,"$1,395",,131 Lincoln Rd #1H,
815,1 bath,1 bed,0,"$1,675",,209 E 16th Street #C1,
816,1 bath,1 bed,0,"$2,785",,142 Remsen Street,Brooklyn Heights
817,1 bath,3 beds,0,"$3,490",,479 Classon Avenue #1R,Bedford-Stuyvesant
818,1 bath,2 beds,0,"$2,290",,632 Wilson Avenue #2A,Bushwick
819,1 bath,1 bed,0,"$1,650",,159 Ellery Street #6A,Bedford-Stuyvesant
820,1 bath,2 beds,0,"$2,990",,215 Maujer Street #3A,Williamsburg
821,1 bath,3 beds,0,"$2,550",,81 Pulaski Street #20C,Bedford-Stuyvesant
822,1 bath,2 beds,0,"$2,790",,166 Eagle Street #2L,Greenpoint
823,1 bath,3 beds,0,"$2,500",,588 E 7th Street #3,
824,1 bath,2 beds,0,"$2,400",950 ft²,117 MacDonough Street #3,Bedford-Stuyvesant
825,1 bath,1 bed,0,"$3,299",,670 Pacific Street #602,Prospect Heights
826,1 bath,1 bed,0,"$2,187",,670 Halsey Street #2F,
827,1 bath,2 beds,0,"$3,150",,291 Eckford Street #3A,Greenpoint
828,1 bath,2 beds,0,"$3,200",,55 South 3rd Street #3,Williamsburg
829,1 bath,1 bed,0,"$2,249",,404 Clinton Avenue #R4,
830,1 bath,2 beds,0,"$1,890",,2147 E 17th Street #K,
831,1 bath,2 beds,0,"$2,095","1,200 ft²",10 Shore Boulevard #4C,
832,1 bath,2 beds,0,"$2,500",,27 Broome Street #3,Greenpoint
833,1 bath,2 beds,0,"$2,000",,1023 Carroll Street #2A,
834,1 bath,2 beds,0,"$2,400",,1117 Lafayette Avenue #4F,Bushwick
835,1 bath,2 beds,0,"$2,300",,568 East 92nd Street #1,
836,2 baths,3 beds,0,"$4,695",,83 Clifton Place,
837,1 bath,1 bed,0,"$2,700",600 ft²,53 Boerum Place #8D,
838,1 bath,1 bed,0,"$1,900",,524 Fourth Avenue #3FR,
839,2 baths,3 beds,0,"$3,999",,154 Engert Avenue #2F,Greenpoint
840,1 bath,1 bed,0,"$1,900",,217 7th Avenue #4F,Park Slope
841,1 bath,2 beds,0,"$2,050",,446 Kingston Avenue #E27,
842,1 bath,2 beds,0,"$3,000",,56 Sherman Street #2,
843,2 baths,,1,"$2,600",,46A Prospect Pk SW ,
844,1.5 baths,2 beds,0,"$6,500",,3 Saint Felix Street #2,Fort Greene
845,1 bath,2 beds,0,"$3,507",800 ft²,136 Hicks Street #2D,Brooklyn Heights
846,1 bath,2 beds,0,"$2,600",,22 Lefferts Avenue #2F,
847,1 bath,,0,"$1,750",,47 India Street #1A,Greenpoint
848,1 bath,2 beds,0,"$2,550",737 ft²,490 Ocean Pkwy #67,
849,1 bath,2 beds,0,"$2,992",900 ft²,535 Classon Avenue #108,Bedford-Stuyvesant
850,1 bath,4 beds,0,"$4,500","1,000 ft²",442 Sterling #2,
851,2 baths,3 beds,0,"$4,500","1,200 ft²",574 Atlantic #3FR,
852,1 bath,,0,"$1,600",500 ft²,173 Jefferson #2,Bushwick
853,,1 bed,1,"$2,875",650 ft²,10 City Point #32N,
854,1 bath,2 beds,0,"$2,950",,59 Bogart Street #216,
855,1 bath,1 bed,0,"$2,750",,98 Berry Street #4,Williamsburg
856,1 bath,3 beds,0,"$2,500","1,000 ft²",1331 Pacific Street #6,
857,2 baths,2 beds,0,"$2,800",953 ft²,8629 Bay Parkway #5E,
858,1.5 baths,1 bed,0,"$3,500",,49 Powers Street #1,Williamsburg
859,1 bath,1 bed,0,"$2,350",,194 Sackett Street #3,Carroll Gardens
860,1 bath,2 beds,0,"$3,000","1,000 ft²",307 Vanderbilt Street #1,
861,1 bath,2 beds,0,"$4,200",838 ft²,105 Baltic Street #C305,
862,2 baths,2 beds,0,"$4,900","1,133 ft²",1 Northside Piers #26B,Williamsburg
863,1 bath,2 beds,0,"$2,400",,342 21st Street #3R,
864,1 bath,2 beds,0,"$3,200",,45 Madison Street #3,Bedford-Stuyvesant
865,1 bath,2 beds,0,"$2,600","1,000 ft²",1107 Park Place #2,
866,1 bath,2 beds,0,"$3,200",,45 Madison Street #2,Bedford-Stuyvesant
867,1 bath,,0,"$2,745",,50 North 5th Street #7AW,Williamsburg
868,1 bath,2 beds,0,"$1,700",,1030 55th Street #1B,
869,1 bath,1 bed,0,"$3,900",766 ft²,429 Kent Avenue #808,Williamsburg
870,1 bath,2 beds,0,"$5,350","1,113 ft²",429 Kent Avenue #601,Williamsburg
871,1 bath,,0,"$1,675",,464 Clinton Avenue #G,
872,1 bath,2 beds,0,"$1,800",,397 Troy Avenue #3F,
873,2.5 baths,2 beds,0,"$3,499",,961 Bergen Street 1ST-FLOOR,
874,1 bath,2 beds,0,"$2,899",,213 Union Avenue #4F,Williamsburg
875,1 bath,1 bed,0,"$2,200",650 ft²,447 Graham Avenue #3R,Williamsburg
876,1 bath,2 beds,0,"$3,200",,163 Smith Street #3,
877,1 bath,1 bed,0,"$3,250",,205   North  9th Street #6O,Williamsburg
878,1.5 baths,3 beds,0,"$2,750",,236 New York Avenue #2L,
879,1 bath,3 beds,0,"$2,450",,890 Nostrand Avenue #2,
880,1 bath,3 beds,0,"$3,500",900 ft²,435 Grand Avenue #4C,
881,1.5 baths,2 beds,0,"$3,999","1,030 ft²",560 State Street #9D,
882,2 baths,3 beds,0,"$6,360",,250 Ashland Place #PH2JJ,Fort Greene
883,1 bath,2.5 beds,0,"$2,200",,93 Clay Street #1,Greenpoint
884,1 bath,,0,"$3,780",823 ft²,233 Schermerhorn Street #12C,
885,1 bath,2 beds,0,"$1,600",810 ft²,246 51st Street #1C,Sunset Park
886,1 bath,2 beds,0,"$2,842",,90 Berry Street #3R,Williamsburg
887,1 bath,3 beds,0,"$2,100","1,000 ft²",82 Saratoga Avenue #2L,
888,1 bath,2 beds,0,"$2,550",,203 Underhill Avenue #5B,Prospect Heights
889,1 bath,3 beds,0,"$2,850",,249 Himrod #2R,Bushwick
890,1 bath,2 beds,0,"$1,875",750 ft²,1680 Bedford Avenue #13F,
891,1 bath,2 beds,0,"$2,350","1,000 ft²",77 Dikeman Street #2,Red Hook
892,2 baths,4 beds,0,"$2,800","1,000 ft²",1532 Saint Johns Place #3,
893,1 bath,2 beds,0,"$1,999",,1020 President Street #2,
894,2 baths,2 beds,0,"$3,000",,129 Chauncey Street #1,
895,2 baths,2 beds,0,"$4,950","1,059 ft²",429 Kent Avenue #803,Williamsburg
896,1 bath,3 beds,0,"$3,100","1,000 ft²",374 S 5th Street #9,Williamsburg
897,2 baths,2 beds,0,"$2,650",,228A Palmetto Street #1B,Bushwick
898,2.5 baths,4 beds,0,"$4,125",,670 Halsey Street #1R,
899,1 bath,1 bed,0,"$1,595",,961 Eastern Parkway #C7,
900,1 bath,2 beds,0,"$2,500",,2331 Bedford Avenue #1R,
901,1 bath,1 bed,0,"$2,350",,400 State Street #21,
902,1 bath,,0,"$1,350",,3109 Snyder Avenue #1R,
903,1 bath,2 beds,0,"$1,895",,505 Ocean Avenue #5E,
904,1 bath,1 bed,0,"$1,850",,117 15th Street #2D,
905,1 bath,,1,"$3,200",,420 Vanderbilt Avenue #2,Fort Greene
906,1 bath,1 bed,0,"$2,400",,595A 18th Street #1F,
907,1 bath,2 beds,0,"$1,700",,868 Dekalb #2F,
908,1 bath,2 beds,0,"$2,300",,184 Clarkson Avenue #2A,
909,1 bath,3 beds,0,"$3,095",,646 Grand Street #2,Williamsburg
910,1 bath,1 bed,0,"$2,295",,387 Graham Avenue #2F,Williamsburg
911,1 bath,1 bed,0,"$3,950",,92 3rd Place #2,Carroll Gardens
912,1 bath,2 beds,0,"$3,950",,92 3rd Place #3,Carroll Gardens
913,1 bath,1 bed,0,"$1,850",,276A 18th Street #2,
914,1 bath,2 beds,0,"$2,300",,184 Clarkson Avenue #4A,
915,1 bath,2 beds,0,"$2,099",,49 Clarkson Avenue #4G,
916,1 bath,1 bed,0,"$1,550",,303 Avenue P #1,
917,1 bath,2 beds,0,"$2,000",,231  Martense Street #2R,
918,1 bath,1 bed,0,"$3,500",789 ft²,100 Jay Street #10M,DUMBO
919,1 bath,3 beds,0,"$2,295",,103 Albemarle Rd. #6B,
920,1 bath,1.5 beds,0,"$3,250",,44 1st Place #4,Carroll Gardens
921,1.5 baths,1 bed,0,"$3,800",,94 Grand Avenue #5G,
922,1 bath,1 bed,0,"$2,100",,199 Himrod Street #13,Bushwick
923,2 baths,2 beds,0,"$6,637",,365 Bond Street #C605,
924,2 baths,2 beds,0,"$3,995","1,028 ft²",204 Huntington Street #3B,Carroll Gardens
925,1.5 baths,2.5 beds,0,"$4,750","1,100 ft²",175 North 10th Street #6I,Williamsburg
926,2 baths,2 beds,0,"$3,600",,94 Grand Avenue #5B,
927,1 bath,0.5 beds,0,"$3,200",675 ft²,175 North 10th Street #4K,Williamsburg
928,1 bath,2 beds,0,"$2,749",,89 Montrose #3L,Williamsburg
929,1 bath,3 beds,0,"$4,100",,129 South 2 #1,Williamsburg
930,1 bath,1 bed,0,"$1,500",,414 Albemarle Road #2,
931,1 bath,2 beds,0,"$1,875","1,100 ft²",2728 Kings Highway #4M,
932,1 bath,,0,"$2,494",471 ft²,129 N 3rd Street #501,Williamsburg
933,1 bath,,0,"$2,447",479 ft²,129 N 3rd Street #301,Williamsburg
934,2 baths,2 beds,0,"$5,411","1,110 ft²",129 N 3rd Street #413,Williamsburg
935,2 baths,3 beds,0,"$2,980","1,000 ft²",84 MacDonough Street #4,Bedford-Stuyvesant
936,1 bath,,0,"$1,750",,962 Greene Avenue #2,
937,2 baths,4 beds,0,"$3,700",,835 Dekalb Avenue #3L,Bedford-Stuyvesant
938,1 bath,2 beds,0,"$1,700",,1030 55th Street #1B,
939,1 bath,,0,"$1,400",,1220 Dean Street #3F,
940,1 bath,4 beds,0,"$3,350",,131 Boerum #5,Williamsburg
941,1 bath,2 beds,0,"$2,350",800 ft²,221 South 3rd Street #3A,Williamsburg
942,1 bath,,0,"$2,081",,626 Flatbush Avenue #8L,
943,1 bath,,0,"$2,142",,626 Flatbush Avenue #19F,
944,1 bath,1 bed,0,"$2,473",,626 Flatbush Avenue #5D,
945,1 bath,1 bed,0,"$2,706",,626 Flatbush Avenue #10J,
946,1 bath,2 beds,0,"$2,650",850 ft²,1250 Dekalb Avenue #3A,Bushwick
947,1 bath,1 bed,0,"$1,700",,601 40th Street #D1,Sunset Park
948,1 bath,2 beds,0,"$2,300",,601 40th Street #A2,Sunset Park
949,1 bath,1 bed,0,"$1,800",,601 40th Street #C1,Sunset Park
950,1 bath,1 bed,0,"$1,700",,601 40th Street #C4,Sunset Park
951,2 baths,3 beds,0,"$5,500","2,200 ft²",147 Vanderbilt Avenue #1,
952,1 bath,,0,"$2,780",,282 South 5th #12B,Williamsburg
953,1 bath,2 beds,0,"$2,300",,601 40th Street #B5,Sunset Park
954,2 baths,2 beds,0,"$4,800","1,200 ft²",20 Broadway #402,Williamsburg
955,1 bath,3 beds,0,"$2,500",,2425 Nostrand Avenue #325,
956,2.5 baths,4 beds,0,"$3,995","1,900 ft²",88 Hart Street #1C,Bedford-Stuyvesant
957,1 bath,2 beds,0,"$2,275",,2 Pulaski Street #B2,Bedford-Stuyvesant
958,1 bath,1 bed,0,$649,,117 Vernon Avenue #2W,Bedford-Stuyvesant
959,2 baths,2 beds,0,"$5,150","1,100 ft²",166 Smith Street #4A,
960,1 bath,2 beds,0,"$2,750",700 ft²,88 Hart Street #406,Bedford-Stuyvesant
961,1 bath,1 bed,0,"$1,900",,614 Marlborough Rd #B1,
962,1 bath,2.5 beds,0,"$3,200",,650 Dean Street #1,Prospect Heights
963,1 bath,,0,"$1,875",,112 Fort Greene Place #1,Fort Greene
964,1 bath,2 beds,0,"$3,000",,138 Seeley Street #2,
965,1 bath,,0,"$3,293",426 ft²,60 Water Street #PHK,DUMBO
966,2 baths,3 beds,0,"$6,855",,250 Ashland Place #48FF,Fort Greene
967,2 baths,3 beds,0,"$3,600",,926 Prospect Place #1A,
968,2 baths,3 beds,0,"$3,100","1,200 ft²",926 Prospect Place #2A,
969,1 bath,2 beds,0,"$2,250",,360 South 1 #7,Williamsburg
970,1 bath,2 beds,0,"$2,295",700 ft²,88 Hart Street #308,Bedford-Stuyvesant
971,1 bath,2 beds,0,"$2,100",,356 South 1 #24,Williamsburg
972,1 bath,1 bed,0,"$3,000",850 ft²,99 South Elliott Place #4,Fort Greene
973,1.5 baths,4 beds,0,"$3,250",,255 Hart Street #2R,
974,1 bath,2 beds,0,"$3,100",705 ft²,255 Third Avenue 3/FLOOR,
975,1 bath,2 beds,0,"$2,375",750 ft²,1186 Putnam Avenue #1A,Bushwick
976,1 bath,,0,"$1,425",,217 East 7th Street #4P,
977,1 bath,1 bed,0,"$2,600",,12 Remsen #4F,Brooklyn Heights
978,1 bath,1 bed,0,"$1,300",,268 Lefferts Avenue #1,
979,1 bath,,0,"$2,745",,50 North 5th Street #7AW,Williamsburg
980,1 bath,4 beds,0,"$4,800",,68 Richardson Street #202F,Williamsburg
981,1 bath,1 bed,0,"$1,595",,8800 20th Avenue #2E,
982,2 baths,3 beds,0,"$2,700",,7009 10th Avenue #2,
983,2 baths,2 beds,0,"$2,500",,1118 Bedford Avenue #2,Bedford-Stuyvesant
984,1 bath,1.5 beds,0,"$2,325",,280 Saint James Place #4,
985,1 bath,3 beds,0,"$1,999",,38 Granite Street #3L,Bushwick
986,1 bath,2 beds,0,"$2,750",,1030 Carroll Street #1D,
987,1 bath,1 bed,0,"$2,700",600 ft²,180 Hall Street #3,
988,1 bath,1 bed,0,"$1,500",,2110 Westbury Court #1R,
989,1 bath,2 beds,0,"$2,250",,207 12th Street #L4,
990,,1 bed,0,"$2,700",750 ft²,141 Amity Street #2R,
991,1 bath,2 beds,0,"$2,050",,469 Central Avenue #2A,Bushwick
992,1 bath,2 beds,0,"$2,150",,323 Chauncey Street #1F,
993,1 bath,2 beds,0,"$2,000",770 ft²,3018 Farragut Road #1,
994,1 bath,1 bed,0,"$2,500",800 ft²,327 Henry Street #2R,
995,1 bath,3 beds,0,"$2,500",,247 Troy Avenue #2L,
996,1 bath,2 beds,0,"$2,200",,138 Scholes Street #2,Williamsburg
997,1 bath,2 beds,0,"$2,200",,138 Scholes Street #6,Williamsburg
998,1 bath,,0,"$2,000",550 ft²,529 Vanderbilt Avenue #1A,
999,1 bath,1 bed,0,"$2,395",700 ft²,648 Manhattan Avenue #2,Greenpoint
1000,1 bath,1 bed,0,"$2,187",,670 Halsey Street #3R,
1001,1 bath,1 bed,0,"$2,500",750 ft²,12 Havemeyer Street #2L,Williamsburg
1002,1 bath,2 beds,0,"$2,200",,1544 Marine Parkway #1F,
1003,1 bath,1 bed,0,"$1,900",,289 Kingston #3F,
1004,1 bath,2 beds,0,"$2,800",,305 Franklin Avenue #2,Bedford-Stuyvesant
1005,1 bath,2 beds,0,"$2,062",700 ft²,1212 Lincoln Place #2E,
1006,1 bath,1 bed,0,"$2,500",,257 Columbia Street #1,
1007,2 baths,2 beds,0,"$6,277",,365 Bond Street #B618,
1008,2 baths,2 beds,0,"$4,650","1,100 ft²",1133 Manhattan Avenue #N537,Greenpoint
1009,1 bath,3 beds,0,"$2,000",,1016 Putnam Avenue #3,
1010,1 bath,,0,"$2,700",,69 North 7th Street #2F,Williamsburg
1011,1 bath,1 bed,0,"$1,600",,578 Albany #2,
1012,1 bath,1 bed,0,"$2,900",700 ft²,53 Broadway #4122,Williamsburg
1013,1 bath,2 beds,0,"$3,900",,53 Broadway #P708,Williamsburg
1014,1 bath,2 beds,0,"$2,250",,2212 Ditmas Avenue,
1015,1 bath,1.5 beds,0,"$2,750",900 ft²,212 Greene Avenue #3,
1016,2 baths,3 beds,0,"$2,400",,430 Gates Avenue 2ND-FLOOR,Bedford-Stuyvesant
1017,1 bath,,0,"$2,000",,84 Henry Street #2,Brooklyn Heights
1018,1 bath,1 bed,0,"$2,500",,489 Court Street #2,Carroll Gardens
1019,1 bath,2 beds,0,"$2,400",870 ft²,486 Harman #1,Bushwick
1020,1 bath,1 bed,0,"$1,600",,785 Ocean Pkwy #2,
1021,1 bath,3 beds,0,"$2,295",,1405 New York Avenue #5A,
1022,1 bath,1 bed,0,"$1,595",,1403 New York Avenue #4G,
1023,1 bath,2 beds,0,"$3,025",,72 North Henry Street #1F,Greenpoint
1024,1 bath,2 beds,0,"$1,995",,231 Ocean Avenue #5C,
1025,1 bath,2 beds,0,"$1,850",,3602 Quentin Road #3,
1026,1 bath,,0,"$2,395",,205   North  9th Street #5K,Williamsburg
1027,1 bath,1 bed,0,"$1,500",,2121 Beekman Place #3E,
1028,1 bath,1 bed,0,"$1,500",,3602 Quentin Road #2,
1029,1 bath,2 beds,0,"$2,400",,185 4th Avenue #4L,Park Slope
1030,1 bath,1 bed,0,"$3,060",618 ft²,111 Lawrence Street #30K,
1031,2 baths,2 beds,0,"$4,780","1,070 ft²",180 Montague Street #9G,Brooklyn Heights
1032,1 bath,2 beds,0,"$2,645",,1250 Dekalb Avenue #3R,Bushwick
1033,1 bath,3 beds,0,"$3,499",,26 3rd Street #4,Carroll Gardens
1034,1 bath,1 bed,0,"$1,899",725 ft²,1675 Linden Street #1,Bushwick
1035,1 bath,,0,"$2,650",550 ft²,55 Hope Street #305,Williamsburg
1036,1 bath,2 beds,0,"$3,000",,99 Butler Street #3,
1037,1 bath,1 bed,0,"$2,300",,138 Meserole Avenue #3R,Greenpoint
1038,1 bath,1 bed,0,"$2,200",800 ft²,1131 Dean Street #3,
1039,1 bath,1 bed,0,"$1,600",,884 Franklin Avenue #3A,
1040,1 bath,1 bed,0,"$1,845",,417 Throop Avenue #3R,
1041,,1 bed,0,"$2,600",,41 Kosciusko #2A,Bedford-Stuyvesant
1042,1 bath,3 beds,0,"$2,675",,385 Vernon Avenue #4C,
1043,1 bath,1 bed,0,"$2,450",,41 Kosciusko Street #220,Bedford-Stuyvesant
1044,1 bath,1 bed,0,"$1,695",,1601 Ocean Pkwy #3E,
1045,1 bath,1 bed,0,"$2,400",,413 5th Avenue #3,Park Slope
1046,1 bath,3 beds,0,"$2,999",,192 Cooper Street #2,Bushwick
1047,1 bath,3 beds,0,"$1,999",,499 New Jersey Avenue #1,
1048,1 bath,3 beds,0,"$2,495",,744 East 4th Street #1,
1049,2 baths,2 beds,0,"$5,675",,250 Ashland Place #PH2BB,Fort Greene
1050,1 bath,1 bed,0,"$2,700",600 ft²,53 Boerum Place #8D,
1051,1 bath,2 beds,0,"$4,995","1,175 ft²",50 Bridge Street #416,DUMBO
1052,1 bath,1 bed,0,"$2,695",900 ft²,319 Garfield Place #3A,Park Slope
1053,1 bath,2 beds,0,"$2,100",,166 17th Street #PARLOR,
1054,1.5 baths,3 beds,0,"$2,500",,361 92nd Street #3,
1055,1 bath,2 beds,0,"$2,100",,244 Stanhope Street #3R,Bushwick
1056,1 bath,2 beds,0,"$1,800",,1325 Eastern Parkway #1B,
1057,1 bath,1 bed,0,"$3,332",,365 Bond Street #A523,
1058,1 bath,1 bed,0,"$3,425",,365 Bond Street #A310,
1059,1 bath,3 beds,0,"$2,100",,228 E 93rd Street #2,
1060,1 bath,2 beds,0,"$2,350",,1517 Dekalb Avenue #1L,Bushwick
