	dropoff_latitude	dropoff_longitude	dropoff_datetime	pickup_datetime	pickup_latitude	pickup_longitude	tip_amount	trip_distance
179	40.751074	-73.974086	2012-09-29T08:29:06.000	2012-09-29T08:15:45.000	40.71232	-74.009561	0.0	5.0
180	40.742605	-74.004152	2012-12-18T01:58:18.000	2012-12-18T01:48:37.000	40.726517	-73.991665	2.37	1.8
191	40.716275	-73.836174	2012-01-06T00:08:53.000	2012-01-05T23:42:43.000	40.714374	-74.010108	0.0	14.2
201	40.72667	-73.991665	2012-04-02T23:05:51.000	2012-04-02T22:58:48.000	40.724595	-73.987418	0.0	1.2
202	40.7603	-73.989728	2012-09-08T01:34:00.000	2012-09-08T01:20:00.000	40.719887	-73.99508	2.7	3.61
214	40.858703	-73.865607	2012-04-14T00:10:00.000	2012-04-13T23:28:00.000	40.718893	-73.988932	7.08	14.21
232	40.726382	-73.991558	2012-01-07T21:31:20.000	2012-01-07T21:25:25.000	40.725415	-73.978209	1.57	0.9
235	40.709546	-74.017792	2012-10-17T18:14:52.000	2012-10-17T18:11:22.000	40.715606	-74.01111	1.0	0.7
240	40.678491	-74.011676	2012-05-26T18:00:03.000	2012-05-26T17:18:31.000	40.724351	-73.984946	0.0	5.6
254	40.763058	-73.98092	2012-08-07T16:18:50.000	2012-08-07T15:59:14.000	40.706343	-74.003186	2.0	5.7
267	40.734852	-74.003667	2012-12-14T23:08:00.000	2012-12-14T22:47:00.000	40.711525	-73.945827	0.0	4.13
270	40.723807	-73.998249	2012-02-27T07:39:05.000	2012-02-27T07:36:24.000	40.721424	-73.99337	0.84	0.3
271	40.74522	-74.008094	2012-04-17T08:36:08.000	2012-04-17T08:30:51.000	40.716589	-74.011027	1.48	2.0
274	40.750829	-73.978621	2012-03-28T21:25:58.000	2012-03-28T21:14:08.000	40.727231	-73.976893	0.0	2.2
278	40.696211	-73.976386	2012-11-12T20:28:13.000	2012-11-12T20:22:58.000	40.690197	-73.981611	0.0	0.8
279	40.723515	-73.991258	2012-01-01T02:33:09.000	2012-01-01T02:24:30.000	40.730902	-73.983655	0.0	0.8
282	40.741562	-73.977933	2012-11-18T12:08:00.000	2012-11-18T12:05:00.000	40.734112	-73.977533	0.9	0.78
300	40.723841	-73.979004	2012-03-31T22:23:44.000	2012-03-31T22:17:20.000	40.718334	-73.987298	1.26	0.8
310	40.717098	-73.946508	2012-11-22T04:38:07.000	2012-11-22T04:35:04.000	40.716691	-73.952246	0.0	0.8
317	40.729242	-73.999002	2012-09-07T23:11:00.000	2012-09-07T23:02:00.000	40.730907	-73.988855	0.0	1.11
326	40.749469	-73.97554	2012-09-13T10:33:26.000	2012-09-13T10:00:15.000	40.715548	-74.007564	2.0	4.6
327	40.673531	-73.968639	2012-02-14T08:42:49.000	2012-02-14T08:21:58.000	40.719774	-74.005059	2.0	4.1
331	40.733767	-73.997924	2012-04-08T00:00:52.000	2012-04-07T23:55:34.000	40.727957	-73.98518	1.0	0.8
332	40.684738	-73.979087	2012-09-02T01:30:53.000	2012-09-02T01:21:14.000	40.716885	-73.950006	0.0	3.8
339	40.709999	-74.015775	2012-05-14T16:36:18.000	2012-05-14T16:24:23.000	40.723516	-73.999588	2.0	1.8
344	40.693507	-73.982745	2012-03-04T09:16:00.000	2012-03-04T09:10:00.000	40.693377	-73.988922	0.0	1.1
350	40.727828	-73.993208	2012-08-27T09:34:00.000	2012-08-27T09:16:00.000	40.707462	-74.004667	1.0	3.61
354	40.741933	-74.008373	2012-01-22T17:28:26.000	2012-01-22T17:18:43.000	40.73514	-73.9798	0.8	1.8
356	40.721247	-73.995582	2012-05-18T22:57:00.000	2012-05-18T22:47:00.000	40.721247	-73.995582	0.0	2.83
359	40.758417	-73.989372	2012-12-06T09:25:00.000	2012-12-06T09:03:00.000	40.729647	-73.990583	3.1	2.54
360	40.716147	-73.987623	2012-01-18T21:15:00.000	2012-01-18T21:00:00.000	40.71594	-74.013282	1.96	1.86
362	40.755146	-73.974461	2012-06-14T20:55:28.000	2012-06-14T20:43:02.000	40.727291	-74.000451	0.0	2.9
363	40.74503	-73.978322	2012-08-15T21:06:00.000	2012-08-15T20:52:00.000	40.713787	-73.992798	0.0	2.82
367	40.782905	-73.947975	2012-10-03T23:22:00.000	2012-10-03T23:08:00.000	40.722687	-73.988522	3.5	6.27
370	40.741547	-74.004463	2012-08-03T17:25:21.000	2012-08-03T17:13:20.000	40.726655	-73.994693	0.0	1.6
372	40.709152	-74.011042	2012-08-10T23:53:00.000	2012-08-10T23:36:00.000	40.720347	-73.957243	0.0	6.26
380	40.720941	-74.004196	2012-01-13T11:58:10.000	2012-01-13T11:51:21.000	40.709031	-74.012919	0.0	1.1
381	40.721045	-73.994839	2012-10-04T00:49:11.000	2012-10-04T00:44:00.000	40.720529	-73.987237	1.0	0.8
384	40.715307	-73.98446	2012-08-10T12:33:00.000	2012-08-10T12:26:00.000	40.723275	-73.985702	0.0	0.78
386	40.783635	-73.956658	2012-04-11T07:36:00.000	2012-04-11T07:18:00.000	40.729223	-73.978023	0.0	4.66
391	40.741737	-73.983072	2012-06-08T03:10:16.000	2012-06-08T03:03:19.000	40.722073	-73.991411	0.5	1.6
393	40.76283	-73.978338	2012-12-23T19:23:00.000	2012-12-23T18:58:00.000	40.728042	-73.994705	0.0	3.0
395	40.770987	-73.983212	2012-12-23T04:35:38.000	2012-12-23T04:19:16.000	40.731427	-73.985729	0.0	3.9
396	40.758753	-73.966432	2012-04-18T21:23:00.000	2012-04-18T21:11:00.000	40.732427	-73.987787	2.0	2.31
398	40.731225	-73.988642	2012-12-28T14:36:00.000	2012-12-28T14:34:00.000	40.726965	-73.991497	1.05	0.33
409	40.722153	-74.000364	2012-08-10T12:22:00.000	2012-08-10T12:08:19.000	40.731493	-73.988976	0.0	1.2
417	40.724627	-74.002072	2012-05-16T19:05:00.000	2012-05-16T18:53:00.000	40.715447	-74.01324	1.0	1.19
418	40.773583	-73.870372	2012-03-29T13:28:47.000	2012-03-29T12:58:49.000	40.723427	-73.988613	5.08	9.7
420	40.691328	-73.997873	2012-08-06T22:03:55.000	2012-08-06T21:51:19.000	40.732852	-73.987966	0.0	4.0
421	40.762491	-73.994271	2012-10-28T03:20:22.000	2012-10-28T03:01:34.000	40.705078	-74.007462	0.8	4.7
433	40.749487	-73.995397	2012-08-17T19:01:00.000	2012-08-17T18:35:00.000	40.721	-73.98781	0.0	2.93
436	40.760426	-73.989424	2012-12-01T19:08:26.000	2012-12-01T18:39:23.000	40.734248	-73.980455	0.0	2.8
450	40.724526	-73.993509	2012-02-26T17:35:07.000	2012-02-26T17:21:10.000	40.704825	-74.008182	1.65	1.6
451	40.683417	-73.976987	2012-11-26T19:10:00.000	2012-11-26T19:00:00.000	40.723963	-73.99619	0.0	3.29
454	40.725566	-74.000991	2012-10-27T15:56:22.000	2012-10-27T15:48:09.000	40.735163	-73.979848	0.0	1.8
458	40.749883	-73.981731	2012-09-06T07:39:38.000	2012-09-06T07:22:06.000	40.72106	-74.00422	0.0	2.8
464	40.739305	-73.98013	2012-04-28T04:30:39.000	2012-04-28T04:26:43.000	40.727479	-73.98537	0.0	0.9
486	40.72925	-73.981423	2012-11-11T14:44:00.000	2012-11-11T14:43:00.000	40.729257	-73.981443	3.38	0.0
491	40.732862	-74.00417	2012-09-11T16:38:00.000	2012-09-11T16:29:00.000	40.722795	-73.992982	0.0	1.34
509	40.759672	-73.981232	2012-06-08T09:48:00.000	2012-06-08T09:22:00.000	40.724237	-73.99745	1.0	2.96
510	40.771553	-73.923593	2012-06-27T23:46:00.000	2012-06-27T23:20:00.000	40.711337	-73.963282	0.0	10.27
519	40.673297	-73.976315	2012-02-12T12:18:00.000	2012-02-12T12:09:00.000	40.688057	-73.995378	0.0	1.79
520	40.67473	-73.975335	2012-04-01T23:39:29.000	2012-04-01T23:25:53.000	40.719961	-74.001293	2.46	3.6
522	40.844343	-73.941093	2012-04-18T00:42:25.000	2012-04-18T00:16:10.000	40.720682	-73.995107	5.58	10.9
529	40.749363	-73.992108	2012-05-16T23:53:00.000	2012-05-16T23:44:00.000	40.727528	-73.99137	1.64	2.05
532	40.737671	-73.999208	2012-08-18T21:45:34.000	2012-08-18T21:40:04.000	40.729663	-73.991521	1.18	0.8
550	40.773675	-73.983682	2012-03-13T17:39:00.000	2012-03-13T17:16:00.000	40.723262	-73.99875	0.0	4.59
551	40.744966	-73.989143	2012-06-22T14:41:29.000	2012-06-22T14:13:48.000	40.720467	-73.994118	0.0	2.4
557	40.697467	-73.992742	2012-09-16T09:24:01.000	2012-09-16T09:10:27.000	40.731183	-73.988648	2.8	3.3
569	40.705525	-74.010015	2012-01-08T17:54:04.000	2012-01-08T17:41:29.000	40.725914	-73.991653	0.0	4.0
577	40.755863	-73.983647	2012-05-06T21:27:51.000	2012-05-06T21:22:51.000	40.725509	-74.004001	1.97	2.4
581	40.71832	-73.98711	2012-11-25T03:09:00.000	2012-11-25T03:03:00.000	40.7221	-73.989905	1.0	0.7
584	40.761095	-73.977777	2012-09-03T19:47:00.000	2012-09-03T19:32:00.000	40.710312	-74.004632	0.0	5.95
589	40.6976	-73.986022	2012-10-21T22:11:40.000	2012-10-21T22:01:25.000	40.727278	-73.988542	0.0	2.3
599	40.774794	-73.962688	2012-02-25T15:21:32.000	2012-02-25T14:53:01.000	40.714281	-73.997247	0.0	4.9
601	40.714297	-73.987695	2012-06-24T03:13:00.000	2012-06-24T02:51:00.000	40.699612	-73.910602	0.0	5.29
604	40.603962	-74.00995	2012-10-20T18:41:00.000	2012-10-20T18:23:00.000	40.70505	-74.013627	3.0	10.65
608	40.733825	-73.986812	2012-03-10T18:11:00.000	2012-03-10T17:52:00.000	40.686752	-73.99841	0.0	4.58
609	40.778747	-73.956163	2012-01-02T02:23:00.000	2012-01-02T02:14:00.000	40.732455	-73.987775	0.0	3.75
615	40.723799	-73.980041	2012-06-09T18:30:17.000	2012-06-09T18:18:03.000	40.723211	-73.995749	1.0	1.1
616	40.728817	-74.002567	2012-12-22T04:36:00.000	2012-12-22T04:33:00.000	40.72114	-73.997585	1.0	0.84
632	40.68946	-73.991491	2012-03-26T21:30:06.000	2012-03-26T21:22:07.000	40.718733	-74.000864	1.9	2.7
636	0.0	0.0	2012-11-27T10:46:00.000	2012-11-27T10:38:00.000	40.715092	-73.966667	1.0	0.57
642	40.732042	-73.993837	2012-02-08T13:28:00.000	2012-02-08T13:14:00.000	40.708215	-74.002047	1.0	1.98
648	40.748477	-73.991065	2012-05-30T15:42:00.000	2012-05-30T15:17:00.000	40.70764	-74.011877	3.62	3.71
654	40.699249	-73.961299	2012-05-25T19:32:24.000	2012-05-25T19:11:07.000	40.725434	-73.997089	0.0	4.0
656	40.70659	-74.0056	2012-08-13T07:51:00.000	2012-08-13T07:41:00.000	40.720047	-73.998467	0.0	1.73
657	40.722952	-73.988417	2012-10-20T00:37:16.000	2012-10-20T00:30:43.000	40.728787	-73.981579	1.4	0.6
667	40.724972	-73.994685	2012-01-24T10:02:00.000	2012-01-24T09:55:00.000	40.720812	-73.981073	0.8	0.87
694	40.729357	-73.990008	2012-03-09T21:12:36.000	2012-03-09T21:04:47.000	40.726411	-74.002268	0.0	1.0
704	40.723522	-74.004177	2012-10-13T23:28:00.000	2012-10-13T23:21:00.000	40.723522	-74.004177	1.88	1.02
720	40.763952	-73.97525	2012-10-03T12:02:00.000	2012-10-03T11:34:00.000	40.721985	-74.009835	0.0	4.68
721	40.74252	-74.004246	2012-04-27T00:57:46.000	2012-04-27T00:45:35.000	40.720531	-73.987233	0.0	2.5
731	40.723803	-73.998337	2012-09-11T18:56:41.000	2012-09-11T18:49:39.000	40.731116	-73.990348	1.6	1.0
736	40.727917	-74.00296	2012-07-07T09:30:00.000	2012-07-07T09:26:00.000	40.711682	-74.01032	0.0	1.39
748	40.719451	-73.989622	2012-06-24T00:08:34.000	2012-06-23T23:58:17.000	40.715426	-74.007722	1.0	1.4
761	40.741258	-73.988685	2012-10-09T06:54:00.000	2012-10-09T06:50:00.000	40.734445	-73.978548	1.0	0.84
776	40.731642	-73.999137	2012-04-01T02:29:43.000	2012-04-01T02:22:23.000	40.732113	-73.984541	1.42	1.1
777	40.731352	-73.992209	2012-02-21T00:44:01.000	2012-02-21T00:38:44.000	40.72114	-73.98766	1.57	1.1
792	40.761274	-73.999527	2012-03-06T21:22:43.000	2012-03-06T21:14:12.000	40.715948	-74.012968	1.5	3.4
796	40.766242	-73.958287	2012-10-06T11:08:00.000	2012-10-06T10:28:00.000	40.700798	-73.98777	0.0	7.48
817	40.764577	-73.958298	2012-06-17T01:59:00.000	2012-06-17T01:49:00.000	40.725052	-73.986962	0.0	3.27
819	40.721326	-73.983634	2012-03-01T01:01:17.000	2012-03-01T00:57:16.000	40.724792	-73.994683	0.0	0.6
838	40.742502	-73.993058	2012-07-26T17:35:00.000	2012-07-26T17:28:00.000	40.729368	-73.99188	0.0	1.25
850	40.757672	-73.970998	2012-01-11T07:02:52.000	2012-01-11T06:49:17.000	40.71703	-74.00935	3.16	6.1
854	40.720562	-73.998677	2012-08-30T11:38:00.000	2012-08-30T11:21:00.000	40.714505	-73.959278	2.18	2.66
855	40.759464	-73.980149	2012-05-02T03:46:34.000	2012-05-02T03:24:12.000	40.669733	-73.989186	5.47	8.0
856	40.735119	-74.001726	2012-06-13T00:38:47.000	2012-06-13T00:33:42.000	40.714788	-74.007969	1.34	1.6
865	40.715172	-73.991637	2012-04-07T20:53:38.000	2012-04-07T20:45:50.000	40.723311	-74.006041	1.34	1.1
872	40.736715	-73.989372	2012-12-02T00:12:00.000	2012-12-01T23:59:00.000	40.721602	-74.005137	2.1	1.72
876	40.754293	-73.968897	2012-07-05T23:06:00.000	2012-07-05T22:56:00.000	40.730513	-73.989113	0.0	2.15
884	40.777035	-73.95185	2012-12-09T03:44:00.000	2012-12-09T03:33:00.000	40.727562	-73.991437	0.0	4.53
898	40.759611	-73.974062	2012-02-15T06:43:36.000	2012-02-15T06:32:46.000	40.722183	-74.008126	0.0	3.5
921	40.75866	-73.971138	2012-03-21T15:05:00.000	2012-03-21T14:44:00.000	40.725462	-74.000305	0.0	3.29
926	40.724728	-74.00205	2012-01-02T18:34:00.000	2012-01-02T18:29:00.000	40.711792	-74.006877	0.0	1.09
928	40.692742	-73.99089	2012-02-21T08:55:08.000	2012-02-21T08:46:36.000	40.708421	-74.01674	0.0	3.5
934	40.744639	-73.956707	2012-04-04T01:38:25.000	2012-04-04T01:27:09.000	40.726878	-73.985824	3.97	3.3
939	40.661597	-73.996692	2012-04-20T22:44:14.000	2012-04-20T22:24:20.000	40.678292	-73.944558	3.65	3.7
956	40.77394	-73.982523	2012-11-30T00:22:01.000	2012-11-30T00:02:10.000	40.719342	-73.994527	0.0	4.7
957	40.765422	-73.981088	2012-02-09T21:27:00.000	2012-02-09T21:09:00.000	40.721003	-74.000388	0.0	4.48
961	40.726513	-74.007183	2012-05-01T10:39:37.000	2012-05-01T10:24:15.000	40.727573	-73.982472	2.0	1.7
965	40.750545	-73.994612	2012-03-29T15:33:15.000	2012-03-29T15:16:39.000	40.704978	-74.016395	3.0	4.1
980	40.732859	-73.940148	2012-01-20T00:34:22.000	2012-01-20T00:17:43.000	40.732859	-73.940148	8.0	7.6
991	40.723599	-73.984816	2012-08-13T20:39:08.000	2012-08-13T20:32:59.000	40.734205	-73.979892	0.0	1.4
999	40.742232	-73.974783	2012-02-24T05:53:24.000	2012-02-24T05:51:23.000	40.731583	-73.98234	0.9	0.8
1	40.713845	-73.997867	2012-08-11T21:44:00.000	2012-08-11T21:35:00.000	40.751447	-73.975002	0.0	1.42
2	40.727895	-73.993357	2012-02-24T06:51:48.000	2012-02-24T06:38:22.000	40.76336	-73.992565	1.0	3.2
12	40.731827	-73.985337	2012-06-27T09:54:00.000	2012-06-27T09:31:00.000	40.772242	-73.978795	2.74	3.99
16	40.718943	-73.963995	2012-06-08T16:02:24.000	2012-06-08T15:31:01.000	40.773614	-73.870682	4.0	7.6
18	40.725691	-73.99981	2012-04-20T10:36:36.000	2012-04-20T10:27:18.000	40.739453	-73.999141	1.48	1.3
19	40.72472	-73.99748	2012-06-15T02:23:00.000	2012-06-15T02:05:00.000	40.777143	-73.954647	1.0	4.75
23	40.711143	-74.017328	2012-01-22T17:46:00.000	2012-01-22T16:58:00.000	40.64736	-73.802115	0.0	19.24
25	40.715851	-74.013471	2012-02-23T13:38:56.000	2012-02-23T13:19:51.000	40.76274	-73.98192	1.0	4.7
31	40.706116	-74.008684	2012-01-19T23:18:57.000	2012-01-19T23:00:10.000	40.752613	-73.994634	0.0	4.3
38	40.728057	-73.994727	2012-09-04T23:38:00.000	2012-09-04T23:26:00.000	40.758147	-73.97327	2.2	2.53
42	40.720768	-73.962374	2012-05-04T17:59:16.000	2012-05-04T17:46:39.000	40.719294	-73.994297	2.4	3.0
50	40.705391	-73.948832	2012-07-11T22:15:57.000	2012-07-11T22:00:47.000	40.726612	-73.983234	0.0	3.0
59	40.705295	-74.007472	2012-02-06T22:06:29.000	2012-02-06T21:52:59.000	40.73662	-73.990724	1.5	2.9
68	40.723927	-73.992385	2012-02-08T22:03:59.000	2012-02-08T21:59:04.000	40.725292	-74.003274	1.18	0.7
81	40.661622	-73.985957	2012-10-22T21:00:00.000	2012-10-22T20:38:00.000	40.76617	-73.980922	0.0	5.64
92	40.730567	-73.986218	2012-02-09T20:25:00.000	2012-02-09T20:07:00.000	40.744467	-74.006203	0.0	1.72
94	40.70856	-74.006743	2012-08-26T02:20:14.000	2012-08-26T02:10:16.000	40.759813	-73.98436	1.0	4.0
95	40.729725	-73.986452	2012-03-04T18:03:00.000	2012-03-04T17:54:00.000	40.723498	-73.996092	1.0	0.84
100	40.665944	-73.98317	2012-01-24T00:54:04.000	2012-01-24T00:35:15.000	40.714132	-73.951599	0.0	5.3
123	40.710497	-74.005877	2012-09-23T02:02:05.000	2012-09-23T01:46:35.000	40.752194	-73.977509	0.0	5.2
129	40.731997	-73.9821	2012-04-16T15:46:00.000	2012-04-16T15:40:00.000	40.721402	-73.986782	0.0	1.07
136	40.721132	-74.010071	2012-09-27T06:36:05.000	2012-09-27T06:25:07.000	40.739541	-73.987007	1.5	2.3
141	40.721037	-74.010409	2012-11-26T09:17:46.000	2012-11-26T09:15:38.000	40.717926	-74.015452	0.0	0.6
145	40.709186	-74.011199	2012-02-06T06:22:17.000	2012-02-06T06:11:56.000	40.733408	-74.007293	1.2	2.0
149	40.681643	-73.996228	2012-05-04T15:00:00.000	2012-05-04T14:42:00.000	40.723415	-73.991007	0.0	4.09
153	40.717997	-74.00466	2012-12-24T15:09:00.000	2012-12-24T14:48:00.000	40.76152	-73.97987	0.0	4.8
158	40.627962	-74.007856	2012-09-23T23:16:45.000	2012-09-23T22:53:30.000	40.755231	-73.99499	0.0	10.7
174	40.720873	-74.000487	2012-09-06T18:45:14.000	2012-09-06T18:18:34.000	40.747556	-74.000312	0.0	2.4
177	40.68253	-73.97645	2012-08-25T06:29:00.000	2012-08-25T06:16:00.000	40.731102	-74.00151	0.0	4.21
183	40.734014	-73.981109	2012-07-28T09:10:59.000	2012-07-28T09:05:12.000	40.757955	-73.969871	0.0	2.0
184	40.696477	-73.939745	2012-05-06T01:38:00.000	2012-05-06T00:54:00.000	40.74449	-73.987437	0.0	10.11
201	40.72667	-73.991665	2012-04-02T23:05:51.000	2012-04-02T22:58:48.000	40.724595	-73.987418	0.0	1.2
226	40.720688	-73.989785	2012-08-09T21:12:29.000	2012-08-09T20:53:37.000	40.764635	-73.991752	2.0	4.1
232	40.726382	-73.991558	2012-01-07T21:31:20.000	2012-01-07T21:25:25.000	40.725415	-73.978209	1.57	0.9
235	40.709546	-74.017792	2012-10-17T18:14:52.000	2012-10-17T18:11:22.000	40.715606	-74.01111	1.0	0.7
240	40.678491	-74.011676	2012-05-26T18:00:03.000	2012-05-26T17:18:31.000	40.724351	-73.984946	0.0	5.6
257	40.720965	-74.00418	2012-02-12T06:24:00.000	2012-02-12T05:58:00.000	40.647237	-73.780167	0.0	18.81
261	40.729296	-73.987101	2012-04-21T01:50:54.000	2012-04-21T01:45:28.000	40.745067	-73.978758	1.34	1.3
266	40.725248	-73.976002	2012-03-17T23:05:00.000	2012-03-17T22:48:00.000	40.750372	-73.994738	0.0	2.96
270	40.723807	-73.998249	2012-02-27T07:39:05.000	2012-02-27T07:36:24.000	40.721424	-73.99337	0.84	0.3
276	40.711585	-74.01472	2012-06-08T07:35:00.000	2012-06-08T07:21:00.000	40.771332	-73.98952	1.25	4.8
278	40.696211	-73.976386	2012-11-12T20:28:13.000	2012-11-12T20:22:58.000	40.690197	-73.981611	0.0	0.8
279	40.723515	-73.991258	2012-01-01T02:33:09.000	2012-01-01T02:24:30.000	40.730902	-73.983655	0.0	0.8
300	40.723841	-73.979004	2012-03-31T22:23:44.000	2012-03-31T22:17:20.000	40.718334	-73.987298	1.26	0.8
307	40.703352	-74.007935	2012-06-27T07:42:00.000	2012-06-27T07:29:00.000	40.775465	-73.950228	2.0	7.44
310	40.717098	-73.946508	2012-11-22T04:38:07.000	2012-11-22T04:35:04.000	40.716691	-73.952246	0.0	0.8
321	40.725892	-73.994475	2012-05-18T12:13:00.000	2012-05-18T12:02:00.000	40.735132	-74.000272	1.54	0.99
322	40.72522	-73.998402	2012-01-10T09:32:00.000	2012-01-10T09:08:00.000	40.762072	-73.979018	0.0	3.28
325	40.72341	-73.995928	2012-06-09T00:45:00.000	2012-06-09T00:25:00.000	40.773965	-73.873098	4.84	9.54
327	40.673531	-73.968639	2012-02-14T08:42:49.000	2012-02-14T08:21:58.000	40.719774	-74.005059	2.0	4.1
330	40.729207	-73.957385	2012-06-11T21:48:00.000	2012-06-11T21:32:00.000	40.744452	-73.99096	3.35	4.21
332	40.684738	-73.979087	2012-09-02T01:30:53.000	2012-09-02T01:21:14.000	40.716885	-73.950006	0.0	3.8
333	40.725062	-73.99024	2012-01-30T18:25:00.000	2012-01-30T18:18:00.000	40.749455	-73.972675	0.0	2.05
339	40.709999	-74.015775	2012-05-14T16:36:18.000	2012-05-14T16:24:23.000	40.723516	-73.999588	2.0	1.8
344	40.693507	-73.982745	2012-03-04T09:16:00.000	2012-03-04T09:10:00.000	40.693377	-73.988922	0.0	1.1
350	40.727828	-73.993208	2012-08-27T09:34:00.000	2012-08-27T09:16:00.000	40.707462	-74.004667	1.0	3.61
356	40.721247	-73.995582	2012-05-18T22:57:00.000	2012-05-18T22:47:00.000	40.721247	-73.995582	0.0	2.83
360	40.716147	-73.987623	2012-01-18T21:15:00.000	2012-01-18T21:00:00.000	40.71594	-74.013282	1.96	1.86
372	40.709152	-74.011042	2012-08-10T23:53:00.000	2012-08-10T23:36:00.000	40.720347	-73.957243	0.0	6.26
375	40.718187	-73.986633	2012-06-10T00:02:00.000	2012-06-09T23:47:00.000	40.74172	-73.993805	1.0	3.32
380	40.720941	-74.004196	2012-01-13T11:58:10.000	2012-01-13T11:51:21.000	40.709031	-74.012919	0.0	1.1
381	40.721045	-73.994839	2012-10-04T00:49:11.000	2012-10-04T00:44:00.000	40.720529	-73.987237	1.0	0.8
384	40.715307	-73.98446	2012-08-10T12:33:00.000	2012-08-10T12:26:00.000	40.723275	-73.985702	0.0	0.78
394	40.688363	-73.97848	2012-09-12T17:55:05.000	2012-09-12T17:29:59.000	40.773002	-73.885163	4.0	9.6
398	40.731225	-73.988642	2012-12-28T14:36:00.000	2012-12-28T14:34:00.000	40.726965	-73.991497	1.05	0.33
409	40.722153	-74.000364	2012-08-10T12:22:00.000	2012-08-10T12:08:19.000	40.731493	-73.988976	0.0	1.2
417	40.724627	-74.002072	2012-05-16T19:05:00.000	2012-05-16T18:53:00.000	40.715447	-74.01324	1.0	1.19
419	40.72439	-73.985023	2012-05-19T11:09:20.000	2012-05-19T11:02:50.000	40.732211	-74.000423	0.0	1.0
420	40.691328	-73.997873	2012-08-06T22:03:55.000	2012-08-06T21:51:19.000	40.732852	-73.987966	0.0	4.0
422	40.714847	-73.991169	2012-12-18T01:21:39.000	2012-12-18T01:09:42.000	40.739285	-74.001533	3.12	2.5
442	40.727217	-74.000133	2012-05-12T14:03:00.000	2012-05-12T13:45:00.000	40.758387	-73.962715	0.0	5.13
445	40.723805	-73.991385	2012-05-18T20:16:00.000	2012-05-18T19:58:00.000	40.755272	-73.981965	2.38	2.73
448	40.716126	-74.009054	2012-08-27T02:27:22.000	2012-08-27T02:21:53.000	40.732212	-73.998522	0.0	1.5
450	40.724526	-73.993509	2012-02-26T17:35:07.000	2012-02-26T17:21:10.000	40.704825	-74.008182	1.65	1.6
